Datum und Uhrzeit;Wochentag;#;ST;Heim;Mannschaft 1: Verein;Gast;Mannschaft 2: Verein;SR;Schiedsgericht: Verein;Gastgeber;Gastgeber: Verein;Austragungsort/Ergebnis;Ort;Ergebnis;Saison;Spielrunde;Geschlecht;Ballpunkte;Spieldauer;Zuschauerzahl;Satzpunkte 1;Satzpunkte 2;Satz 1 - Ballpunkte 1;Satz 1 - Ballpunkte 2;Satz 1 - Satzdauer;Satz 2 - Ballpunkte 1;Satz 2 - Ballpunkte 2;Satz 2 - Satzdauer;Satz 3 - Ballpunkte 1;Satz 3 - Ballpunkte 2;Satz 3 - Satzdauer;Satz 4 - Ballpunkte 1;Satz 4 - Ballpunkte 2;Satz 4 - Satzdauer;Satz 5 - Ballpunkte 1;Satz 5 - Ballpunkte 2;Satz 5 - Satzdauer;Datum;Uhrzeit;USC_Team;Gruppen-Ebene;Spielgruppe;Spielfeld;Feldrunde;Datum_DT;Tag
"""28.09.2025, 12:00:00""";"""Sonntag""";"""8""";"""Spieltag 1""";"""TSC Gievenbeck""";"""TSC Münster-Gievenbeck e.V.""";"""TSV Bayer 04 Leverkusen""";"""TSV Bayer 04 Leverkusen e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""0:2 / 34:50""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:2 / 34:50""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""34:50""";"""43""";;"""0""";"""2""";"""15""";"""25""";"""22""";"""19""";"""25""";"""21""";;;;;;;;;;;;USC-U14-1;;;;;;
"""28.09.2025, 13:00:00""";"""Sonntag""";"""9""";"""Spieltag 1""";"""TSV Bayer 04 Leverkusen""";"""TSV Bayer 04 Leverkusen e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""TSC Gievenbeck""";"""TSC Münster-Gievenbeck e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""2:0 / 50:37""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:37""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""50:37""";"""22""";;"""2""";"""0""";"""25""";"""16""";"""0""";"""25""";"""21""";"""22""";;;;;;;;;;;;USC-U14-1;;;;;;
"""09.11.2025, 11:00:00""";"""Sonntag""";"""10""";"""Spieltag 2""";"""SV Wachtberg""";"""SV Wachtberg e.V.""";"""VV Schwerte""";"""VV Schwerte e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""SV Wachtberg""";"""SV Wachtberg e.V.""";"""2:0 / 50:34""";"""Dreifachturnhalle Berkum (53343 Wachtberg-Berkum)""";"""2:0 / 50:34""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""50:34""";"""53""";;"""2""";"""0""";"""25""";"""14""";"""24""";"""25""";"""20""";"""29""";;;;;;;;;;;;USC-U14-1;;;;;;
"""09.11.2025, 12:00:00""";"""Sonntag""";"""11""";"""Spieltag 2""";"""VV Schwerte""";"""VV Schwerte e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""SV Wachtberg""";"""SV Wachtberg e.V.""";"""SV Wachtberg""";"""SV Wachtberg e.V.""";"""1:2 / 44:60""";"""Dreifachturnhalle Berkum (53343 Wachtberg-Berkum)""";"""1:2 / 44:60""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""44:60""";"""107""";;"""1""";"""2""";"""9""";"""25""";"""68""";"""25""";"""20""";"""22""";"""10""";"""15""";"""17""";;;;;;;;;USC-U14-1;;;;;;
"""09.11.2025, 13:00:00""";"""Sonntag""";"""12""";"""Spieltag 2""";"""USC-U14-1""";"""USC Münster e.V.""";"""SV Wachtberg""";"""SV Wachtberg e.V.""";"""VV Schwerte""";"""VV Schwerte e.V.""";"""SV Wachtberg""";"""SV Wachtberg e.V.""";"""2:0 / 50:44""";"""Dreifachturnhalle Berkum (53343 Wachtberg-Berkum)""";"""2:0 / 50:44""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""50:44""";"""57""";;"""2""";"""0""";"""25""";"""22""";"""30""";"""25""";"""22""";"""27""";;;;;;;;;;;;USC-U14-1;;;;;;
"""30.11.2025, 11:00:00""";"""Sonntag""";"""22""";"""Spieltag 3""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""PTSV Aachen""";"""Post Telekom SV 1925 Aachen e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""2:0 / 50:29""";"""Doppelsporthalle Burlo (46325 Borken-Burlo)""";"""2:0 / 50:29""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""50:29""";"""45""";;"""2""";"""0""";"""25""";"""18""";"""25""";"""25""";"""11""";"""20""";;;;;;;;;;;;USC-U14-1;;;;;;
"""30.11.2025, 12:00:00""";"""Sonntag""";"""23""";"""Spieltag 3""";"""USC-U14-1""";"""USC Münster e.V.""";"""PTSV Aachen""";"""Post Telekom SV 1925 Aachen e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""0:2 / 36:50""";"""Doppelsporthalle Burlo (46325 Borken-Burlo)""";"""0:2 / 36:50""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""36:50""";"""79""";;"""0""";"""2""";"""23""";"""25""";"""61""";"""13""";"""25""";"""18""";;;;;;;;;;;;USC-U14-1;;;;;;
"""30.11.2025, 13:00:00""";"""Sonntag""";"""24""";"""Spieltag 3""";"""PTSV Aachen""";"""Post Telekom SV 1925 Aachen e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""1:2 / 44:56""";"""Doppelsporthalle Burlo (46325 Borken-Burlo)""";"""1:2 / 44:56""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""44:56""";"""112""";;"""1""";"""2""";"""10""";"""25""";"""79""";"""25""";"""16""";"""20""";"""9""";"""15""";"""13""";;;;;;;;;USC-U14-1;;;;;;
"""14.12.2025, 11:00:00""";"""Sonntag""";"""28""";"""Spieltag 4""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""DJK Tusa Düsseldorf""";"""DJK Tusa 06 Düsseldorf e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""2:0 / 50:0""";"""Drei-Burgen-Arena (59348 Lüdinghausen)""";"""2:0 / 50:0""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""50:0""";"""-""";;"""2""";"""0""";"""25""";"""0""";"""-""";"""25""";"""0""";"""-""";;;;;;;;;;;;USC-U14-1;;;;;;
"""14.12.2025, 12:00:00""";"""Sonntag""";"""29""";"""Spieltag 4""";"""DJK Tusa Düsseldorf""";"""DJK Tusa 06 Düsseldorf e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""0:2 / 0:50""";"""Drei-Burgen-Arena (59348 Lüdinghausen)""";"""0:2 / 0:50""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""0:50""";"""-""";;"""0""";"""2""";"""0""";"""25""";"""-""";"""0""";"""25""";"""-""";;;;;;;;;;;;USC-U14-1;;;;;;
"""14.12.2025, 13:00:00""";"""Sonntag""";"""30""";"""Spieltag 4""";"""USC-U14-1""";"""USC Münster e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""DJK Tusa Düsseldorf""";"""DJK Tusa 06 Düsseldorf e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""1:2 / 63:63""";"""Drei-Burgen-Arena (59348 Lüdinghausen)""";"""1:2 / 63:63""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""63:63""";"""67""";;"""1""";"""2""";"""23""";"""25""";"""23""";"""25""";"""21""";"""24""";"""15""";"""17""";"""20""";;;;;;;;;USC-U14-1;;;;;;
"""28.09.2025, 11:00:00""";"""Sonntag""";"""4""";"""Spieltag 1""";"""USC-U14-2""";"""USC Münster e.V.""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""BSV Ostbevern""";"""BSV Ostbevern 1923 e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""0:2 / 0:50""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:2 / 0:50""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""0:50""";"""-""";;"""0""";"""2""";"""0""";"""25""";"""-""";"""0""";"""25""";"""-""";;;;;;;;;;;;USC-U14-2;;;;;;
"""28.09.2025, 12:00:00""";"""Sonntag""";"""5""";"""Spieltag 1""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""BSV Ostbevern""";"""BSV Ostbevern 1923 e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""0:2 / 24:50""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:2 / 24:50""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""24:50""";"""-""";;"""0""";"""2""";"""13""";"""25""";"""-""";"""11""";"""25""";"""-""";;;;;;;;;;;;USC-U14-2;;;;;;
"""28.09.2025, 13:00:00""";"""Sonntag""";"""6""";"""Spieltag 1""";"""BSV Ostbevern""";"""BSV Ostbevern 1923 e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""2:0 / 50:0""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:0""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""50:0""";"""-""";;"""2""";"""0""";"""25""";"""0""";"""-""";"""25""";"""0""";"""-""";;;;;;;;;;;;USC-U14-2;;;;;;
"""09.11.2025, 12:00:00""";"""Sonntag""";"""17""";"""Spieltag 2""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""2:0 / 50:0""";"""Freie Schule am See (59846 Sundern)""";"""2:0 / 50:0""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""50:0""";"""-""";;"""2""";"""0""";"""25""";"""0""";"""-""";"""25""";"""0""";"""-""";;;;;;;;;;;;USC-U14-2;;;;;;
"""09.11.2025, 13:00:00""";"""Sonntag""";"""18""";"""Spieltag 2""";"""USC-U14-2""";"""USC Münster e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""0:2 / 0:50""";"""Freie Schule am See (59846 Sundern)""";"""0:2 / 0:50""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""0:50""";"""-""";;"""0""";"""2""";"""0""";"""25""";"""-""";"""0""";"""25""";"""-""";;;;;;;;;;;;USC-U14-2;;;;;;
"""30.11.2025, 13:00:00""";"""Sonntag""";"""19""";"""Spieltag 3""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""0:2 / 31:50""";"""Carl Severing-Berufskolleg (Halle 2) (33607 Bielefeld)""";"""0:2 / 31:50""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""31:50""";"""34""";;"""0""";"""2""";"""18""";"""25""";"""17""";"""13""";"""25""";"""17""";;;;;;;;;;;;USC-U14-2;;;;;;
"""30.11.2025, 14:00:00""";"""Sonntag""";"""20""";"""Spieltag 3""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""2:0 / 50:21""";"""Carl Severing-Berufskolleg (Halle 2) (33607 Bielefeld)""";"""2:0 / 50:21""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""50:21""";"""45""";;"""2""";"""0""";"""25""";"""8""";"""30""";"""25""";"""13""";"""15""";;;;;;;;;;;;USC-U14-2;;;;;;
"""30.11.2025, 15:00:00""";"""Sonntag""";"""21""";"""Spieltag 3""";"""USC-U14-2""";"""USC Münster e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""0:2 / 19:50""";"""Carl Severing-Berufskolleg (Halle 2) (33607 Bielefeld)""";"""0:2 / 19:50""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""19:50""";"""60""";;"""0""";"""2""";"""8""";"""25""";"""45""";"""11""";"""25""";"""15""";;;;;;;;;;;;USC-U14-2;;;;;;
"""14.12.2025, 11:00:00""";"""Sonntag""";"""28""";"""Spieltag 4""";"""USC-U14-2""";"""USC Münster e.V.""";"""SSV Meschede""";"""SSV Meschede e.V.""";"""VoR Paderborn III""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""0:2 / 22:50""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:2 / 22:50""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""22:50""";"""12""";;"""0""";"""2""";"""10""";"""25""";"""0""";"""12""";"""25""";"""12""";;;;;;;;;;;;USC-U14-2;;;;;;
"""14.12.2025, 12:00:00""";"""Sonntag""";"""29""";"""Spieltag 4""";"""SSV Meschede""";"""SSV Meschede e.V.""";"""VoR Paderborn III""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""2:0 / 50:23""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:23""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""50:23""";"""22""";;"""2""";"""0""";"""25""";"""11""";"""7""";"""25""";"""12""";"""15""";;;;;;;;;;;;USC-U14-2;;;;;;
"""14.12.2025, 13:00:00""";"""Sonntag""";"""30""";"""Spieltag 4""";"""VoR Paderborn III""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""SSV Meschede""";"""SSV Meschede e.V.""";"""USC-U14-2""";"""USC Münster e.V.""";"""2:0 / 52:43""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 52:43""";"""2025/26""";"""Oberliga 5 wU14""";"""weiblich""";"""52:43""";"""39""";;"""2""";"""0""";"""27""";"""25""";"""22""";"""25""";"""18""";"""17""";;;;;;;;;;;;USC-U14-2;;;;;;
"""27.09.2025, 14:00:00""";"""Samstag""";"""4""";"""Spieltag 1""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""2:1 / 50:46""";"""Almhalle 4 (33615 Bielefeld)""";"""2:1 / 50:46""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:46""";"""33""";;"""2""";"""1""";"""10""";"""25""";"""9""";"""25""";"""12""";"""13""";"""15""";"""9""";"""11""";;;;;;;;;USC-U13;;;;;;
"""27.09.2025, 15:15:00""";"""Samstag""";"""5""";"""Spieltag 1""";"""USC-U13""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""2:0 / 50:34""";"""Almhalle 4 (33615 Bielefeld)""";"""2:0 / 50:34""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:34""";"""51""";;"""2""";"""0""";"""25""";"""17""";"""32""";"""25""";"""17""";"""19""";;;;;;;;;;;;USC-U13;;;;;;
"""27.09.2025, 17:45:00""";"""Samstag""";"""7""";"""Spieltag 1""";"""USC-U13""";"""USC Münster e.V.""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""2:0 / 50:31""";"""Almhalle 4 (33615 Bielefeld)""";"""2:0 / 50:31""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:31""";"""38""";;"""2""";"""0""";"""25""";"""14""";"""20""";"""25""";"""17""";"""18""";;;;;;;;;;;;USC-U13;;;;;;
"""05.10.2025, 11:00:00""";"""Sonntag""";"""8""";"""Spieltag 2""";"""USC-U13""";"""USC Münster e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""2:0 / 50:33""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:33""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:33""";"""35""";;"""2""";"""0""";"""25""";"""17""";"""16""";"""25""";"""16""";"""19""";;;;;;;;;;;;USC-U13;;;;;;
"""05.10.2025, 12:15:00""";"""Sonntag""";"""9""";"""Spieltag 2""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""2:0 / 50:29""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:29""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:29""";"""27""";;"""2""";"""0""";"""25""";"""16""";"""13""";"""25""";"""13""";"""14""";;;;;;;;;;;;USC-U13;;;;;;
"""05.10.2025, 13:30:00""";"""Sonntag""";"""10""";"""Spieltag 2""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""0:2 / 19:50""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:2 / 19:50""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""19:50""";"""14""";;"""0""";"""2""";"""13""";"""25""";"""3""";"""6""";"""25""";"""11""";;;;;;;;;;;;USC-U13;;;;;;
"""08.11.2025, 12:15:00""";"""Samstag""";"""19""";"""Spieltag 3""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""SV Ems Westbevern""";"""SV Ems Westbevern 1923 e.V.""";"""2:0 / 50:29""";"""St.-Christophorus-Schule (48291 Telgte)""";"""2:0 / 50:29""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:29""";"""29""";;"""2""";"""0""";"""25""";"""8""";"""13""";"""25""";"""21""";"""16""";;;;;;;;;;;;USC-U13;;;;;;
"""08.11.2025, 13:30:00""";"""Samstag""";"""20""";"""Spieltag 3""";"""SV Ems Westbevern""";"""SV Ems Westbevern 1923 e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""SV Ems Westbevern""";"""SV Ems Westbevern 1923 e.V.""";"""1:2 / 55:55""";"""St.-Christophorus-Schule (48291 Telgte)""";"""1:2 / 55:55""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""55:55""";"""46""";;"""1""";"""2""";"""25""";"""15""";"""8""";"""21""";"""25""";"""25""";"""9""";"""15""";"""13""";;;;;;;;;USC-U13;;;;;;
"""08.11.2025, 14:45:00""";"""Samstag""";"""21""";"""Spieltag 3""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""SV Ems Westbevern""";"""SV Ems Westbevern 1923 e.V.""";"""SV Ems Westbevern""";"""SV Ems Westbevern 1923 e.V.""";"""2:0 / 50:24""";"""St.-Christophorus-Schule (48291 Telgte)""";"""2:0 / 50:24""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:24""";"""42""";;"""2""";"""0""";"""25""";"""9""";"""26""";"""25""";"""15""";"""16""";;;;;;;;;;;;USC-U13;;;;;;
"""29.11.2025, 15:00:00""";"""Samstag""";"""22""";"""Spieltag 4""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""2:0 / 50:26""";"""Fürstenberg Halle (33102 Paderborn)""";"""2:0 / 50:26""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:26""";"""28""";;"""2""";"""0""";"""25""";"""14""";"""14""";"""25""";"""12""";"""14""";;;;;;;;;;;;USC-U13;;;;;;
"""29.11.2025, 16:15:00""";"""Samstag""";"""23""";"""Spieltag 4""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""1:2 / 52:63""";"""Fürstenberg Halle (33102 Paderborn)""";"""1:2 / 52:63""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""52:63""";"""44""";;"""1""";"""2""";"""25""";"""23""";"""16""";"""18""";"""25""";"""17""";"""9""";"""15""";"""11""";;;;;;;;;USC-U13;;;;;;
"""29.11.2025, 17:30:00""";"""Samstag""";"""24""";"""Spieltag 4""";"""USC-U13""";"""USC Münster e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""2:0 / 50:43""";"""Fürstenberg Halle (33102 Paderborn)""";"""2:0 / 50:43""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:43""";"""42""";;"""2""";"""0""";"""25""";"""20""";"""20""";"""25""";"""23""";"""22""";;;;;;;;;;;;USC-U13;;;;;;
"""13.12.2025, 12:15:00""";"""Samstag""";"""33""";"""Spieltag 5""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""0:2 / 45:53""";"""Carl Severing-Berufskolleg (Halle 2) (33607 Bielefeld)""";"""0:2 / 45:53""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""45:53""";"""34""";;"""0""";"""2""";"""19""";"""25""";"""14""";"""26""";"""28""";"""20""";;;;;;;;;;;;USC-U13;;;;;;
"""13.12.2025, 13:30:00""";"""Samstag""";"""34""";"""Spieltag 5""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""0:2 / 17:50""";"""Carl Severing-Berufskolleg (Halle 2) (33607 Bielefeld)""";"""0:2 / 17:50""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""17:50""";"""41""";;"""0""";"""2""";"""3""";"""25""";"""24""";"""14""";"""25""";"""17""";;;;;;;;;;;;USC-U13;;;;;;
"""13.12.2025, 14:45:00""";"""Samstag""";"""35""";"""Spieltag 5""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""Telekom Post SV Bielefeld II""";"""Telekom Post SV Bielefeld e.V.""";"""0:2 / 28:50""";"""Carl Severing-Berufskolleg (Halle 2) (33607 Bielefeld)""";"""0:2 / 28:50""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""28:50""";"""36""";;"""0""";"""2""";"""17""";"""25""";"""18""";"""11""";"""25""";"""18""";;;;;;;;;;;;USC-U13;;;;;;
"""11.01.2026, 11:00:00""";"""Sonntag""";"""39""";"""Spieltag 6""";"""USC-U13""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""2:0 / 50:31""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:31""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:31""";"""39""";;"""2""";"""0""";"""25""";"""14""";"""14""";"""25""";"""17""";"""25""";;;;;;;;;;;;USC-U13;;;;;;
"""11.01.2026, 12:15:00""";"""Sonntag""";"""40""";"""Spieltag 6""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""SV Ems Westbevern""";"""SV Ems Westbevern 1923 e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""1:2 / 50:59""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""1:2 / 50:59""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""50:59""";"""55""";;"""1""";"""2""";"""15""";"""25""";"""26""";"""25""";"""19""";"""17""";"""10""";"""15""";"""12""";;;;;;;;;USC-U13;;;;;;
"""11.01.2026, 13:30:00""";"""Sonntag""";"""41""";"""Spieltag 6""";"""USC-U13""";"""USC Münster e.V.""";"""SV Ems Westbevern""";"""SV Ems Westbevern 1923 e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""USC-U13""";"""USC Münster e.V.""";"""1:2 / 49:57""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""1:2 / 49:57""";"""2025/26""";"""Oberliga 6 wU13""";"""weiblich""";"""49:57""";"""78""";;"""1""";"""2""";"""12""";"""25""";"""43""";"""25""";"""17""";"""20""";"""12""";"""15""";"""15""";;;;;;;;;USC-U13;;;;;;
